0 1:0 2:0 3:0.810083 4:4.53757 5:0 6:0 7:0 8:6.89579 9:10.3506 10:0 11:0 12:4.78373 13:2.99244 14:5.10601 15:0 16:0 17:0 18:5.0169 19:10.0822 20:0 21:0 22:0 23:5.31408 24:16.9828 25:0
0 1:0 2:0 3:6.64707 4:7.68431 5:0 6:0 7:0 8:7.65318 9:12.1098 10:0 11:0 12:4.18932 13:2.64686 14:4.96127 15:0 16:0 17:7.42476 18:6.4707 19:6.42369 20:0 21:0 22:1.54715 23:5.93152 24:0 25:0
0 1:0 2:3.1415 3:8.5446 4:13.0622 5:0 6:0 7:5.52605 8:6.6006 9:10.9895 10:0 11:0 12:4.86983 13:2.46555 14:0 15:0 16:0 17:3.74806 18:5.74147 19:11.6911 20:0 21:0 22:5.92358 23:10.4732 24:15.0422 25:0
0 1:0 2:0 3:8.59616 4:9.03242 5:0 6:0 7:0 8:7.47219 9:9.70665 10:0 11:0 12:4.83414 13:2.82424 14:4.0982 15:0 16:0 17:6.53748 18:6.5094 19:8.24229 20:0 21:0 22:0 23:6.22377 24:16.0298 25:0
1 1:0 2:0 3:6.69641 4:6.0106 5:0 6:0 7:0 8:7.62855 9:10.756 10:14.8611 11:0 12:5.99681 13:3.95282 14:7.30039 15:12.9679 16:11.1516 17:11.4272 18:4.58965 19:7.30588 20:3.00844 21:16.1138 22:16.921 23:2.142 24:6.01009 25:0
1 1:0 2:0 3:13.4407 4:13.9753 5:0 6:0 7:9.70598 8:8.61518 9:10.4146 10:0 11:4.06971 12:9.75622 13:2.62424 14:4.77218 15:0 16:9.44939 17:10.9007 18:5.30043 19:3.00116 20:2.42857 21:0 22:6.63554 23:6.62052 24:0 25:0
1 1:0 2:0 3:6.88561 4:10.5622 5:0 6:0 7:0 8:8.26637 9:10.8414 10:0 11:0 12:6.6666 13:3.18493 14:5.43906 15:0 16:0 17:9.41518 18:6.65254 19:4.69532 20:0 21:0 22:7.35186 23:1.22985 24:0 25:0
1 1:0 2:0 3:3.67485 4:6.43825 5:0 6:0 7:0 8:7.06274 9:9.98079 10:0 11:0 12:4.92861 13:3.4089 14:5.89778 15:0 16:0 17:5.29543 18:5.07333 19:4.53099 20:0 21:0 22:0 23:0 24:0 25:0
1 1:0 2:0 3:2.86685 4:2.77129 5:0 6:0 7:0 8:7.40002 9:10.7665 10:0 11:0 12:3.72397 13:3.38159 14:5.47916 15:0 16:0 17:6.32594 18:4.00879 19:0 20:0 21:0 22:0 23:0 24:0 25:0
1 1:0 2:0 3:0 4:8.45499 5:0 6:0 7:0 8:6.62391 9:10.3728 10:0 11:0 12:4.34533 13:3.86689 14:5.16615 15:0 16:0 17:10.2363 18:5.23698 19:4.01999 20:0 21:0 22:8.34758 23:7.4494 24:0 25:0
1 1:0 2:0 3:0 4:1.2626 5:0 6:0 7:0 8:2.01997 9:7.95542 10:0 11:0 12:0 13:2.57917 14:5.82327 15:0 16:0 17:0 18:4.15753 19:6.97545 20:0 21:0 22:0 23:3.33982 24:12.7866 25:0
1 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:7.17018 9:0 10:0 11:0 12:4.96529 13:3.24321 14:5.19618 15:0 16:0 17:5.42624 18:4.98046 19:0 20:0 21:0 22:0 23:0 24:0 25:0
1 1:0 2:0 3:4.76895 4:5.56274 5:0 6:0 7:0 8:6.35981 9:8.00732 10:0 11:0 12:3.20476 13:3.14787 14:5.8565 15:0 16:0 17:7.92223 18:5.11749 19:5.18252 20:0 21:0 22:0 23:6.25162 24:0 25:0
1 1:0 2:0 3:8.36366 4:0 5:0 6:0 7:0 8:7.55472 9:5.42624 10:0 11:0 12:6.44394 13:5.06064 14:5.93797 15:0 16:0 17:6.81164 18:1.28872 19:4.01999 20:0 21:0 22:0 23:0 24:0 25:0
1 1:0 2:0 3:0 4:5.15957 5:0 6:0 7:0 8:5.58611 9:9.52838 10:0 11:0 12:2.54258 13:3.68419 14:5.73405 15:0 16:0 17:10.2871 18:6.03178 19:4.62665 20:0 21:0 22:0 23:3.12879 24:0 25:0
1 1:0 2:0 3:0 4:5.03435 5:0 6:0 7:0 8:4.80168 9:11.0235 10:0 11:0 12:3.0511 13:3.01512 14:6.03082 15:0 16:0 17:7.77842 18:5.86052 19:6.53583 20:0 21:0 22:0 23:1.73307 24:0 25:0
1 1:0 2:0 3:3.36353 4:0 5:0 6:0 7:0 8:7.21304 9:8.86615 10:0 11:0 12:4.69182 13:3.66293 14:6.07555 15:0 16:0 17:6.8959 18:5.48468 19:0 20:0 21:0 22:0 23:5.26295 24:0 25:0
1 1:0 2:0 3:1.40884 4:1.27906 5:0 6:0 7:0 8:7.43574 9:9.06014 10:0 11:0 12:0 13:3.38073 14:6.86206 15:0 16:0 17:3.33292 18:3.08797 19:6.34124 20:0 21:0 22:0 23:0 24:0 25:0
1 1:0 2:0 3:0.645029 4:3.80221 5:0 6:0 7:0 8:4.52402 9:10.6915 10:0 11:0 12:2.1967 13:2.84888 14:4.75549 15:0 16:0 17:6.95853 18:5.61442 19:9.02928 20:0 21:0 22:0.869582 23:7.59914 24:0 25:0
1 1:0 2:0 3:0 4:12.5092 5:0 6:0 7:0 8:5.53965 9:10.7706 10:0 11:0 12:1.22039 13:3.03356 14:5.76745 15:0 16:0 17:8.02933 18:5.38887 19:6.72146 20:0 21:0 22:10.5931 23:10.2964 24:1.50422 25:0
1 1:0 2:0 3:0 4:8.90859 5:0 6:0 7:0 8:8.24951 9:10.3705 10:0 11:0 12:6.1699 13:5.93519 14:5.87198 15:0 16:0 17:9.36201 18:6.41587 19:8.78872 20:0 21:0 22:16.3559 23:14.8528 24:11.7263 25:0
1 1:0 2:0 3:0 4:8.64367 5:0 6:0 7:0 8:3.42052 9:11.2057 10:16.1245 11:0 12:0 13:2.86645 14:6.71384 15:0 16:0 17:14.8171 18:6.31282 19:10.4324 20:0 21:0 22:19.2405 23:2.25347 24:13.424 25:0
1 1:0 2:0 3:1.91808 4:3.77296 5:0 6:0 7:0 8:8.5701 9:6.81569 10:0 11:0 12:4.16788 13:4.07019 14:5.0732 15:0 16:0 17:8.72919 18:3.69035 19:7.89796 20:0 21:0 22:0 23:0 24:15.1905 25:0
1 1:0 2:0 3:0 4:0 5:0 6:0 7:0 8:7.38462 9:14.8188 10:0 11:0 12:3.89267 13:4.79714 14:8.08495 15:0 16:0 17:11.0822 18:10.9222 19:8.60233 20:0 21:0 22:18.1195 23:7.61577 24:0 25:0
